ComponentType,Currency,CurrencyAmount,Date
return,USD,785,2016-03-27 20:47:46
order,USD,964,2016-08-17 13:30:06
return,GBP,231,2016-07-26 08:40:37
return,GBP,528,2016-05-21 22:50:38
order,EUR,427,2016-12-09 17:00:20
invoice,GBP,756,2016-08-01 04:34:27
return,GBP,500,2016-03-03 13:08:29
order,USD,377,2016-08-28 21:38:32
invoice,EUR,816,2016-11-05 02:05:05
invoice,GBP,918,2016-07-20 00:52:28
order,USD,587,2016-04-27 16:18:28
order,GBP,413,2016-10-17 02:44:03
return,GBP,415,2016-12-21 16:17:33
order,EUR,652,2016-08-17 23:40:47
invoice,GBP,213,2016-04-02 00:09:42
order,GBP,384,2016-03-20 20:32:07
invoice,EUR,524,2016-09-05 18:08:12
order,EUR,201,2016-12-19 05:03:03
return,GBP,295,2016-07-22 02:28:31
order,EUR,418,2016-05-29 13:54:53
invoice,GBP,453,2016-07-27 07:10:13
return,USD,44,2016-09-24 08:44:58
return,GBP,567,2016-04-13 21:23:30
order,GBP,578,2016-07-22 12:39:16
return,USD,847,2016-04-22 19:29:34
invoice,USD,717,2016-05-18 01:49:54
order,USD,849,2016-12-02 07:09:14
invoice,GBP,376,2016-08-22 13:50:28
order,EUR,205,2016-01-22 19:24:15
invoice,EUR,941,2016-05-04 02:11:57
return,USD,161,2016-11-22 15:39:02
return,USD,86,2016-08-21 10:25:59
order,EUR,962,2016-05-30 22:22:38
return,GBP,234,2016-01-06 04:55:26
invoice,GBP,181,2016-09-03 17:50:21
invoice,GBP,37,2016-09-01 16:55:18
return,USD,846,2016-05-25 14:49:22
invoice,EUR,321,2016-08-16 06:26:33
return,GBP,538,2016-06-02 00:54:21
invoice,EUR,883,2016-09-14 10:05:12
order,EUR,846,2016-03-24 15:29:01
order,USD,620,2016-03-12 22:51:42
order,GBP,829,2016-10-24 01:27:29
return,GBP,382,2016-12-23 21:20:09
invoice,GBP,85,2016-01-04 19:46:04
order,EUR,518,2016-07-26 15:24:41
invoice,USD,471,2016-07-20 09:59:58
invoice,GBP,982,2016-01-06 03:09:49
invoice,USD,276,2016-04-07 12:09:51
return,EUR,961,2016-03-24 19:14:55
return,USD,79,2016-07-14 02:22:00
invoice,GBP,335,2016-09-29 15:37:40
return,USD,903,2016-10-16 13:44:52
return,EUR,675,2016-03-08 17:35:34
return,EUR,155,2016-12-09 15:04:13
return,EUR,869,2016-10-16 19:45:05
invoice,EUR,733,2016-07-09 02:04:37
order,GBP,683,2016-08-08 19:39:47
return,USD,42,2016-07-25 02:43:50
return,USD,849,2016-09-07 14:47:13
invoice,USD,933,2016-07-09 01:09:02
invoice,GBP,876,2016-03-19 04:28:18
return,EUR,67,2016-07-31 14:49:42
invoice,EUR,956,2016-07-08 13:57:12
return,GBP,347,2016-07-30 23:17:56
invoice,GBP,66,2016-04-17 16:08:19
return,GBP,841,2016-11-20 07:59:32
return,USD,172,2016-05-26 04:46:56
invoice,EUR,733,2016-07-14 15:47:32
order,GBP,751,2016-07-03 23:41:09
invoice,EUR,339,2016-12-19 20:51:29
order,GBP,354,2016-11-16 19:20:24
order,USD,641,2016-10-07 18:32:13
invoice,USD,119,2016-08-30 11:34:39
return,USD,518,2016-09-27 23:57:24
invoice,USD,529,2016-11-19 19:49:50
return,EUR,718,2016-10-08 18:24:16
order,EUR,835,2016-07-25 11:47:18
invoice,GBP,304,2016-11-01 11:00:41
order,USD,419,2016-08-15 02:13:30
order,EUR,509,2016-06-05 18:31:22
return,EUR,385,2016-07-27 04:39:39
order,GBP,438,2016-07-29 06:05:23
invoice,GBP,150,2016-08-16 19:12:34
return,EUR,184,2016-10-24 06:24:42
invoice,EUR,558,2016-01-11 19:29:18
invoice,GBP,90,2016-10-26 18:13:47
return,GBP,752,2016-07-28 12:03:10
order,GBP,753,2016-10-02 11:36:15
invoice,USD,706,2016-06-11 18:22:03
order,EUR,391,2016-08-21 12:59:32
invoice,GBP,225,2016-09-07 04:07:34
invoice,EUR,775,2016-09-01 11:02:02
invoice,GBP,235,2016-03-14 11:04:25
invoice,GBP,518,2016-11-08 05:21:14
order,GBP,638,2016-11-27 17:29:21
order,EUR,252,2016-06-01 13:40:40
invoice,USD,660,2016-11-02 04:45:22
invoice,GBP,688,2016-11-30 19:57:31
return,USD,525,2016-01-18 04:32:40
order,USD,363,2016-11-16 08:10:36
invoice,GBP,298,2016-07-17 18:59:49
order,GBP,133,2016-01-23 22:29:05
invoice,USD,586,2016-04-13 03:01:15
invoice,GBP,426,2016-01-08 06:49:25
return,GBP,275,2016-06-19 12:03:43
return,GBP,935,2016-12-07 21:25:41
invoice,EUR,114,2016-05-01 13:16:08
invoice,USD,341,2016-01-28 06:30:15
invoice,EUR,862,2016-01-02 01:12:52
order,EUR,157,2016-09-15 17:57:34
order,USD,553,2016-01-24 21:25:25
invoice,USD,625,2016-03-11 20:52:46
invoice,EUR,29,2016-03-25 06:08:25
invoice,USD,996,2016-12-28 14:11:19
invoice,GBP,11,2016-05-29 19:52:01
return,USD,319,2016-05-28 02:59:04
invoice,GBP,80,2016-04-23 06:08:14
invoice,EUR,62,2016-10-29 20:07:16
invoice,USD,263,2016-09-25 08:56:22
return,GBP,965,2016-11-05 02:40:30
order,USD,605,2016-05-19 06:01:10
return,GBP,440,2016-05-12 12:57:40
invoice,GBP,33,2016-01-04 17:06:40
invoice,USD,12,2016-10-19 05:41:38
return,EUR,39,2016-02-19 10:26:25
order,GBP,68,2016-01-10 21:21:43
order,USD,640,2016-01-03 08:27:16
order,USD,932,2016-10-02 04:02:21
return,GBP,89,2016-02-06 04:14:15
invoice,EUR,989,2016-10-20 00:59:35
invoice,EUR,579,2016-11-19 09:18:24
return,GBP,2,2016-12-08 15:12:23
return,GBP,445,2016-10-28 22:41:56
invoice,EUR,797,2016-02-17 13:05:01
order,GBP,773,2016-09-26 03:57:48
return,USD,751,2016-12-22 11:36:25
invoice,GBP,958,2016-12-12 00:12:59
order,GBP,787,2016-05-18 17:28:22
return,EUR,385,2016-12-31 15:45:33
order,GBP,290,2016-01-06 18:51:27
return,EUR,490,2016-04-15 19:52:25
return,GBP,507,2016-09-07 08:33:27
order,USD,883,2016-03-26 11:37:13
order,GBP,893,2016-07-31 21:35:04
invoice,GBP,21,2016-11-28 19:15:30
order,EUR,764,2016-01-28 23:41:05
return,USD,159,2016-01-31 11:23:57
order,EUR,50,2016-12-08 04:37:25
invoice,USD,637,2016-07-15 20:06:00
order,USD,124,2016-02-22 00:47:09
return,EUR,335,2016-07-15 02:19:55
invoice,USD,369,2016-04-12 22:51:20
return,GBP,785,2016-11-15 22:11:19
return,EUR,406,2016-02-08 12:38:12
return,EUR,711,2016-08-07 19:52:16
invoice,GBP,295,2016-03-01 21:09:32
return,USD,164,2016-06-26 05:31:45
order,USD,257,2016-09-08 13:32:51
return,EUR,755,2016-12-04 08:32:12
invoice,EUR,870,2016-06-07 01:41:45
order,USD,266,2016-08-05 08:19:06
return,USD,540,2016-05-04 18:16:00
invoice,EUR,448,2016-12-10 06:07:12
invoice,USD,733,2016-05-08 01:38:55
order,GBP,111,2016-12-12 21:37:45
return,GBP,894,2016-01-14 16:38:07
invoice,EUR,627,2016-05-04 10:49:16
order,EUR,355,2016-11-05 01:26:11
order,EUR,573,2016-11-04 14:29:37
order,EUR,48,2016-09-12 20:21:00
order,EUR,433,2016-07-21 09:43:56
order,EUR,651,2016-10-02 05:59:00
return,EUR,159,2016-06-14 22:27:25
order,USD,597,2016-01-20 11:13:25
return,GBP,971,2016-04-07 21:00:03
return,USD,966,2016-07-06 11:36:38
order,EUR,757,2016-11-17 15:35:29
order,EUR,196,2016-01-28 23:56:19
order,EUR,690,2016-08-07 00:00:19
invoice,EUR,393,2016-09-15 11:47:48
order,GBP,143,2016-08-30 03:36:15
invoice,GBP,632,2016-03-25 13:11:40
invoice,GBP,744,2016-02-02 14:59:18
order,GBP,978,2016-10-17 15:47:39
invoice,GBP,688,2016-03-18 03:21:17
order,USD,209,2016-08-31 12:01:38
order,EUR,569,2016-03-09 21:07:37
order,USD,817,2016-07-23 06:17:06
return,EUR,983,2016-11-05 13:39:45
invoice,EUR,359,2016-12-19 10:52:01
order,EUR,867,2016-06-28 09:52:42
order,USD,864,2016-05-21 18:11:51
order,USD,565,2016-03-22 00:52:21
order,EUR,289,2016-01-22 20:04:43
invoice,USD,905,2016-02-01 08:41:39
order,GBP,276,2016-12-30 13:22:42
invoice,USD,589,2016-09-29 12:09:32
invoice,USD,486,2016-07-11 04:15:43
return,EUR,360,2016-12-15 09:48:17
return,EUR,32,2016-08-10 04:00:08
order,USD,776,2016-11-25 09:00:35
order,GBP,787,2016-10-30 14:53:48
invoice,EUR,547,2016-04-01 15:02:05
order,USD,797,2016-02-14 03:51:02
invoice,USD,134,2016-05-08 11:08:49
return,EUR,964,2016-04-19 04:17:10
order,GBP,39,2016-10-07 18:46:37
order,USD,385,2016-10-09 08:36:29
order,USD,499,2016-04-12 23:25:48
invoice,EUR,748,2016-06-10 13:16:30
invoice,USD,812,2016-05-03 17:35:01
invoice,USD,550,2016-11-18 06:10:40
return,GBP,926,2016-05-01 00:30:16
order,USD,306,2016-12-27 10:39:39
invoice,USD,307,2016-03-02 13:17:16
invoice,GBP,247,2016-02-26 19:03:57
order,GBP,998,2016-02-24 01:48:11
return,USD,897,2016-08-12 02:47:11
return,USD,482,2016-03-03 10:16:49
invoice,EUR,106,2016-10-29 22:07:17
order,EUR,906,2016-11-27 08:03:51
return,EUR,871,2016-05-30 14:20:55
return,EUR,739,2016-05-30 02:32:06
invoice,EUR,639,2016-04-09 11:10:29
invoice,EUR,775,2016-06-15 21:51:15
return,USD,863,2016-06-26 01:32:19
invoice,GBP,95,2016-06-24 09:50:08
invoice,EUR,511,2016-02-17 01:08:00
invoice,EUR,132,2016-05-08 07:26:50
order,GBP,509,2016-12-05 19:41:34
order,EUR,883,2016-09-15 14:00:41
order,EUR,890,2016-09-21 06:01:59
return,USD,817,2016-07-14 08:31:24
order,USD,270,2016-02-07 16:16:28
order,GBP,76,2016-02-02 09:46:45
invoice,USD,736,2016-12-01 20:33:33
return,GBP,872,2016-11-27 10:12:23
invoice,EUR,430,2016-02-24 07:46:01
order,GBP,257,2016-06-15 17:20:27
return,GBP,369,2016-04-08 16:08:47
invoice,USD,909,2016-04-09 18:27:22
order,USD,824,2016-10-22 14:15:47
return,EUR,150,2016-11-10 21:37:20
return,GBP,189,2016-07-28 06:38:24
invoice,GBP,923,2016-05-12 16:44:33
return,USD,362,2016-02-02 02:11:53
invoice,EUR,105,2016-07-13 06:17:50
invoice,EUR,985,2016-02-22 01:41:42
order,GBP,80,2016-09-15 14:13:34
invoice,USD,844,2016-02-07 06:50:51
order,GBP,433,2016-12-27 00:26:58
invoice,USD,316,2016-02-28 18:30:32
order,GBP,155,2016-12-19 18:57:58
order,EUR,749,2016-05-25 20:58:10
return,USD,502,2016-12-19 03:43:31
invoice,GBP,152,2016-06-01 22:30:04
order,GBP,633,2016-08-15 13:14:41
invoice,EUR,709,2016-06-02 14:43:42
order,USD,460,2016-12-18 00:51:07
return,GBP,775,2016-03-03 10:43:50
return,USD,795,2016-12-23 06:18:43
order,EUR,33,2016-10-19 11:07:58
order,GBP,935,2016-12-23 06:51:33
order,EUR,407,2016-04-27 11:01:55
invoice,EUR,28,2016-02-09 05:06:38
return,EUR,293,2016-12-01 21:55:10
return,EUR,605,2016-03-12 21:56:15
return,GBP,667,2016-05-26 02:32:27
invoice,EUR,682,2016-01-18 11:56:47
invoice,GBP,29,2016-03-18 21:34:36
return,EUR,242,2016-08-06 00:51:33
invoice,USD,929,2016-09-10 18:02:02
return,GBP,480,2016-12-18 02:28:06
invoice,USD,899,2016-06-19 20:51:28
order,GBP,906,2016-10-06 05:21:44
return,EUR,480,2016-10-27 02:49:48
order,EUR,852,2016-02-14 00:15:12
order,GBP,337,2016-10-19 08:27:46
order,EUR,415,2016-06-17 10:08:19
order,USD,310,2016-02-19 11:22:35
invoice,GBP,54,2016-11-29 20:32:04
return,GBP,173,2016-02-29 02:57:47
invoice,EUR,788,2016-10-14 16:39:26
return,EUR,574,2016-12-04 10:15:29
return,EUR,753,2016-03-16 14:07:05
order,GBP,570,2016-01-29 15:57:40
order,GBP,334,2016-12-28 12:03:04
order,USD,875,2016-04-25 17:03:26
invoice,GBP,352,2016-11-09 23:52:56
order,USD,776,2016-04-02 06:54:27
invoice,EUR,469,2016-01-18 09:28:20
invoice,EUR,538,2016-06-05 17:01:08
order,GBP,635,2016-05-11 18:58:40
return,EUR,560,2016-07-06 09:48:02
order,GBP,153,2016-10-09 14:09:07
invoice,USD,168,2016-06-21 21:52:27
invoice,EUR,175,2016-08-14 17:05:07
return,EUR,720,2016-11-08 00:00:31
return,EUR,27,2016-06-02 04:03:02
order,EUR,952,2016-01-17 05:46:57
invoice,USD,970,2016-01-29 23:50:47
return,GBP,566,2016-04-05 14:29:23
invoice,GBP,394,2016-11-28 14:05:20
order,EUR,188,2016-03-13 21:58:36
order,GBP,282,2016-11-11 13:57:12
order,GBP,468,2016-11-25 00:39:55
return,USD,480,2016-12-20 23:26:16
return,GBP,615,2016-05-02 23:39:06
order,EUR,860,2016-10-18 14:46:55
return,GBP,584,2016-10-02 07:03:49
return,GBP,743,2016-10-18 08:50:06
invoice,EUR,647,2016-01-26 02:30:34
order,USD,965,2016-06-15 14:10:14
invoice,USD,285,2016-11-03 22:46:58
return,GBP,838,2016-04-14 23:43:15
return,GBP,120,2016-08-23 07:29:36
invoice,GBP,99,2016-04-21 05:19:56
return,EUR,642,2016-01-29 04:28:49
invoice,GBP,595,2016-12-02 20:28:37
invoice,EUR,209,2016-12-13 17:31:54
return,GBP,972,2016-04-21 12:31:14
invoice,GBP,273,2016-12-29 11:22:12
return,GBP,909,2016-01-21 14:04:13
invoice,EUR,444,2016-02-09 02:16:23
invoice,USD,351,2016-12-21 20:03:16
return,GBP,826,2016-11-12 03:54:12
invoice,GBP,582,2016-06-20 22:14:52
order,USD,345,2016-02-12 11:12:08
order,EUR,364,2016-01-23 06:00:33
order,EUR,404,2016-11-25 06:58:36
invoice,EUR,639,2016-10-20 05:02:55
order,USD,295,2016-02-27 01:54:42
invoice,EUR,384,2016-05-16 21:01:54
return,GBP,158,2016-08-28 08:47:37
return,USD,304,2016-01-05 18:10:21
return,USD,88,2016-08-07 01:24:49
invoice,GBP,424,2016-08-27 05:43:10
return,USD,478,2016-07-27 04:04:20
order,USD,162,2016-02-21 12:54:52
return,GBP,205,2016-12-15 23:48:09
invoice,EUR,285,2016-09-13 05:35:52
invoice,USD,86,2016-07-17 00:19:00
order,GBP,179,2016-05-17 14:51:58
return,EUR,808,2016-06-08 01:40:59
return,USD,238,2016-10-16 07:23:38
invoice,EUR,24,2016-11-20 00:42:22
order,GBP,662,2016-01-10 04:14:00
invoice,EUR,312,2016-12-21 14:24:49
return,USD,279,2016-10-03 03:20:32
order,GBP,140,2016-12-26 22:43:56
order,GBP,450,2016-03-17 13:27:02
return,GBP,103,2016-02-16 10:34:22
invoice,GBP,400,2016-10-11 17:03:04
order,GBP,354,2016-02-23 21:36:27
invoice,USD,25,2016-02-22 16:06:10
order,USD,907,2016-06-30 17:03:52
order,EUR,358,2016-07-14 11:58:37
invoice,USD,220,2016-05-27 23:39:19
invoice,USD,309,2016-03-01 03:36:11
order,EUR,459,2016-12-04 19:38:40
return,USD,448,2016-01-03 06:51:09
order,GBP,928,2016-03-08 23:07:04
invoice,EUR,113,2016-08-11 23:54:40
order,GBP,951,2016-07-12 03:48:35
return,USD,787,2016-02-11 21:09:21
invoice,EUR,539,2016-08-02 15:31:46
invoice,EUR,964,2016-08-13 14:35:05
return,EUR,767,2016-07-05 11:06:32
order,USD,219,2016-08-03 12:38:35
order,USD,779,2016-04-19 08:28:39
return,EUR,577,2016-04-11 10:23:32
order,USD,896,2016-03-09 10:26:45
order,USD,76,2016-02-28 03:07:32
return,GBP,778,2016-08-02 00:01:53
invoice,USD,249,2016-01-04 12:42:48
return,GBP,228,2016-07-29 15:24:37
order,USD,775,2016-09-20 10:18:07
order,EUR,25,2016-11-06 00:20:02
order,USD,290,2016-02-28 12:50:10
order,USD,499,2016-01-19 21:00:52
invoice,EUR,296,2016-11-08 15:41:10
order,USD,359,2016-10-13 22:30:52
order,EUR,889,2016-03-31 14:10:01
order,EUR,956,2016-02-10 05:25:51
return,USD,911,2016-07-20 14:16:00
invoice,EUR,724,2016-10-11 17:01:52
return,EUR,218,2016-03-13 10:36:34
return,GBP,432,2016-04-07 18:10:09
invoice,GBP,218,2016-10-28 04:55:20
order,EUR,80,2016-09-03 01:52:25
invoice,EUR,446,2016-03-15 14:27:01
order,EUR,859,2016-05-14 13:08:06
return,GBP,381,2016-09-26 21:09:49
invoice,EUR,406,2016-08-19 14:33:01
order,USD,583,2016-09-18 16:56:42
order,EUR,117,2016-06-13 11:59:26
invoice,GBP,453,2016-10-20 14:53:15
order,USD,236,2016-10-27 12:26:17
return,EUR,948,2016-02-10 08:24:42
return,GBP,805,2016-12-14 02:50:27
invoice,GBP,230,2016-07-22 07:56:22
invoice,EUR,98,2016-04-03 01:13:26
invoice,USD,855,2016-03-23 00:26:01
order,GBP,293,2016-09-10 00:47:05
invoice,EUR,446,2016-05-31 15:25:43
invoice,USD,531,2016-03-27 06:31:58
return,EUR,353,2016-02-28 02:11:00
order,GBP,182,2016-05-05 03:37:09
invoice,USD,158,2016-03-16 20:37:20
invoice,GBP,113,2016-04-06 22:10:23
return,EUR,224,2016-09-01 14:15:32
order,GBP,475,2016-03-23 18:37:53
invoice,GBP,874,2016-01-23 04:06:02
order,GBP,309,2016-06-29 05:33:19
return,GBP,366,2016-06-29 13:09:51
invoice,EUR,992,2016-02-08 06:59:30
order,GBP,48,2016-07-04 03:05:02
return,GBP,245,2016-10-10 04:15:41
invoice,GBP,581,2016-04-26 07:44:35
return,GBP,217,2016-04-15 01:19:48
order,USD,184,2016-11-15 03:53:03
order,USD,409,2016-10-09 13:13:14
order,EUR,815,2016-09-25 22:40:02
invoice,USD,582,2016-04-01 23:15:49
return,USD,245,2016-05-01 17:55:33
return,GBP,869,2016-08-18 21:41:07
order,GBP,361,2016-10-04 22:22:46
return,EUR,603,2016-05-14 00:27:58
order,USD,940,2016-08-23 07:44:01
invoice,EUR,112,2016-12-22 03:09:21
order,USD,817,2016-07-26 07:51:03
invoice,USD,300,2016-12-15 07:06:21
invoice,USD,20,2016-09-02 18:22:05
return,USD,335,2016-11-13 17:57:28
order,GBP,995,2016-09-27 18:23:43
order,EUR,300,2016-06-29 20:37:40
invoice,EUR,566,2016-05-09 21:59:46
invoice,USD,994,2016-06-08 18:49:10
order,GBP,965,2016-09-14 13:43:36
return,GBP,410,2016-06-24 06:44:49
order,EUR,202,2016-08-06 14:29:53
invoice,GBP,909,2016-12-20 07:44:09
order,GBP,257,2016-09-23 12:45:25
return,GBP,334,2016-11-27 02:37:51
return,GBP,683,2016-01-23 23:58:17
return,USD,704,2016-01-16 19:10:24
invoice,USD,638,2016-02-12 06:06:49
order,GBP,576,2016-05-19 09:17:27
return,GBP,685,2016-05-03 09:46:21
return,USD,936,2016-05-18 09:28:31
invoice,GBP,329,2016-06-05 04:39:36
return,USD,925,2016-02-21 09:01:58
order,GBP,758,2016-02-18 07:24:32
invoice,EUR,31,2016-01-30 22:40:17
return,USD,562,2016-01-15 01:53:30
invoice,USD,641,2016-10-12 13:25:06
order,EUR,224,2016-08-15 07:18:20
invoice,EUR,660,2016-06-03 02:42:31
return,GBP,243,2016-10-15 16:37:35
order,USD,565,2016-01-12 05:47:46
order,GBP,123,2016-02-26 16:37:49
return,USD,925,2016-06-17 00:06:44
invoice,USD,211,2016-04-25 14:26:17
invoice,GBP,277,2016-12-05 17:03:04
return,GBP,1000,2016-11-13 17:30:00
return,USD,757,2016-01-14 17:07:19
invoice,USD,949,2016-12-11 10:12:42
order,GBP,357,2016-09-30 07:51:22
return,USD,875,2016-11-24 02:42:23
return,USD,117,2016-09-30 17:38:11
return,EUR,765,2016-05-28 10:21:36
invoice,USD,630,2016-05-23 15:22:22
invoice,USD,770,2016-03-18 12:15:27
invoice,USD,111,2016-01-27 00:52:26
order,EUR,549,2016-08-25 15:20:52
return,GBP,539,2016-12-09 04:03:29
order,GBP,560,2016-11-30 09:34:52
order,GBP,627,2016-11-14 15:38:19
return,USD,524,2016-11-01 07:15:25
return,EUR,991,2016-02-18 06:27:19
order,GBP,122,2016-05-21 04:19:23
order,EUR,666,2016-08-09 06:06:02
invoice,GBP,413,2016-04-03 06:43:12
order,GBP,369,2016-11-20 22:37:27
return,USD,187,2016-08-31 14:39:03
order,USD,489,2016-04-18 16:04:51
return,GBP,703,2016-04-19 08:51:04
return,USD,587,2016-05-02 06:54:02
order,USD,255,2016-02-17 13:51:54
order,USD,688,2016-05-27 18:28:00
return,USD,435,2016-11-07 05:42:23
invoice,USD,303,2016-12-26 03:21:47
order,USD,903,2016-11-07 22:19:30
order,EUR,285,2016-08-14 21:46:20
order,GBP,817,2016-04-03 06:48:06
order,USD,148,2016-09-29 15:29:51
order,USD,288,2016-03-28 10:44:10
return,EUR,915,2016-03-14 06:11:35
invoice,USD,272,2016-01-25 11:29:30
order,GBP,164,2016-12-19 14:38:51
order,GBP,512,2016-07-25 08:15:30
return,EUR,848,2016-01-13 18:48:09
return,USD,849,2016-11-25 08:31:15
order,USD,43,2016-01-18 03:44:44
order,GBP,658,2016-10-16 19:16:42
return,USD,295,2016-09-11 06:20:10
invoice,GBP,266,2016-10-01 13:36:28
invoice,GBP,54,2016-07-07 13:53:07
order,EUR,564,2016-08-08 13:45:27
invoice,USD,597,2016-08-07 06:59:47
order,EUR,434,2016-02-17 05:48:26
invoice,EUR,195,2016-09-19 21:09:48
return,GBP,211,2016-01-19 13:48:10
order,EUR,571,2016-05-19 08:55:48
return,GBP,248,2016-10-09 14:12:30
invoice,GBP,917,2016-05-28 03:20:31
order,GBP,361,2016-09-26 23:46:08
order,EUR,14,2016-11-09 21:46:26
order,EUR,941,2016-01-22 21:26:14
order,EUR,314,2016-11-21 16:15:04
order,EUR,545,2016-05-05 19:56:14
order,EUR,654,2016-05-15 10:35:36
order,USD,237,2016-09-14 02:02:18
order,EUR,892,2016-10-05 20:49:50
invoice,GBP,790,2016-12-31 21:03:07
order,GBP,681,2016-06-14 00:29:41
order,USD,433,2016-05-13 15:54:49
return,USD,253,2016-09-22 10:56:43
order,GBP,729,2016-08-10 07:48:05
order,GBP,920,2016-03-29 17:56:38
return,USD,84,2016-06-22 02:03:24
invoice,USD,208,2016-05-09 22:28:14
return,EUR,105,2016-10-09 00:12:24
invoice,EUR,329,2016-10-25 12:59:12
return,USD,474,2016-03-18 22:25:50
return,EUR,75,2016-09-19 17:07:48
return,USD,249,2016-02-25 13:48:38
invoice,EUR,85,2016-11-10 20:14:25
order,EUR,308,2016-04-17 22:32:51
order,GBP,669,2016-03-22 11:38:01
order,EUR,796,2016-06-25 02:15:21
order,USD,577,2016-05-24 15:00:14
return,GBP,260,2016-06-23 12:35:24
order,USD,391,2016-02-16 07:58:45
invoice,EUR,436,2016-05-26 17:56:20
order,EUR,241,2016-07-20 16:18:56
return,USD,531,2016-10-01 12:07:59
invoice,GBP,126,2016-11-05 13:55:12
invoice,GBP,225,2016-06-30 03:16:45
return,EUR,701,2016-10-09 02:54:33
invoice,EUR,72,2016-11-07 16:49:35
order,GBP,851,2016-12-03 07:51:34
order,EUR,21,2016-06-13 01:17:58
return,EUR,406,2016-10-07 01:00:39
order,GBP,534,2016-11-09 13:35:28
order,USD,898,2016-10-20 06:04:39
return,GBP,949,2016-01-05 20:26:26
invoice,GBP,632,2016-01-10 18:55:57
return,USD,69,2016-06-22 20:36:21
order,GBP,297,2016-08-18 18:23:49
invoice,GBP,308,2016-10-19 07:27:50
invoice,EUR,33,2016-06-24 18:24:36
order,USD,44,2016-06-25 10:58:05
return,EUR,710,2016-11-11 10:31:00
order,GBP,541,2016-02-05 12:54:08
return,EUR,964,2016-03-05 03:03:30
invoice,USD,267,2016-01-12 09:17:43
order,GBP,102,2016-03-18 13:05:04
order,EUR,3,2016-06-08 12:13:13
return,EUR,942,2016-01-10 08:42:44
return,EUR,157,2016-05-02 01:54:14
invoice,EUR,37,2016-01-10 06:51:03
return,USD,772,2016-11-03 23:02:54
order,EUR,190,2016-10-21 01:54:31
order,USD,481,2016-01-17 23:42:39
return,GBP,476,2016-04-11 17:28:51
invoice,USD,666,2016-05-09 23:33:08
invoice,USD,365,2016-10-06 22:20:16
order,GBP,334,2016-09-30 02:18:13
order,EUR,593,2016-09-15 09:31:21
return,GBP,149,2016-12-29 02:28:42
order,EUR,124,2016-01-25 19:31:12
order,USD,210,2016-06-06 23:49:57
invoice,USD,18,2016-12-29 00:06:46
invoice,USD,664,2016-04-23 19:14:02
return,EUR,680,2016-10-22 17:12:55
return,GBP,8,2016-12-10 01:07:49
invoice,GBP,503,2016-05-29 00:10:25
order,GBP,718,2016-05-07 04:18:32
return,USD,658,2016-02-08 16:54:45
invoice,GBP,909,2016-01-13 08:25:23
order,GBP,367,2016-04-21 16:53:10
order,GBP,969,2016-06-12 12:56:13
return,EUR,48,2016-09-30 09:59:14
order,GBP,697,2016-04-01 23:33:40
order,EUR,95,2016-09-10 07:35:11
return,GBP,546,2016-01-26 07:07:27
invoice,GBP,97,2016-02-21 15:39:11
return,USD,180,2016-07-13 20:48:04
invoice,GBP,24,2016-09-03 02:37:07
order,EUR,444,2016-01-25 00:30:26
order,USD,135,2016-10-23 23:39:59
invoice,EUR,36,2016-09-22 09:31:26
return,GBP,228,2016-10-23 22:04:16
return,USD,701,2016-09-24 17:33:32
order,EUR,791,2016-06-22 10:35:46
invoice,GBP,736,2016-06-09 09:01:59
return,USD,774,2016-05-22 22:39:02
order,GBP,972,2016-05-16 01:16:23
return,GBP,468,2016-12-05 04:59:21
return,GBP,274,2016-10-14 23:46:48
invoice,GBP,567,2016-10-13 12:34:27
return,USD,290,2016-10-30 17:29:46
return,EUR,516,2016-05-22 05:21:41
return,EUR,971,2016-03-15 13:44:29
order,USD,188,2016-01-15 07:03:12
order,GBP,131,2016-03-22 15:14:05
order,GBP,284,2016-01-17 22:59:11
return,GBP,35,2016-08-07 14:44:45
invoice,GBP,605,2016-08-16 06:19:48
invoice,EUR,915,2016-08-10 11:56:57
invoice,USD,483,2016-03-06 19:02:20
return,USD,480,2016-04-17 01:52:35
invoice,GBP,384,2016-07-11 02:47:10
return,GBP,112,2016-06-12 18:34:02
return,GBP,102,2016-02-03 08:00:50
invoice,EUR,227,2016-03-29 11:56:42
order,GBP,108,2016-06-23 22:01:54
return,USD,635,2016-09-24 07:31:24
return,EUR,102,2016-10-14 02:39:44
invoice,GBP,289,2016-07-22 23:31:17
return,USD,38,2016-10-18 16:36:37
return,USD,403,2016-08-27 06:20:03
invoice,GBP,298,2016-09-30 03:23:54
return,USD,522,2016-06-20 07:40:23
return,EUR,777,2016-03-31 15:04:33
